Plant Abbr,Month,Day,Year,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,BCoV_Recovery,BCoV_Recovery_UCI,BCoV_Recovery_LCI,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_UCI,N_Gene_gc_g_dry_weight_LCI,S_Gene_gc_g_dry_weight,S_Gene_gc_g_dry_weight_UCI,S_Gene_gc_g_dry_weight_LCI,ORF1a_gc_g_dry_weight,ORF1a_gc_g_dry_weight_UCI,ORF1a_gc_g_dry_weight_LCI,HV_6970_Del_gc_g_dry_weight,HV_6970_Del_gc_g_dry_weight_UCI,HV_6970_Del_gc_g_dry_weight_LCI,Delta_156157_gc_g_dry_weight,Delta_156157_gc_g_dry_weight_UCI,Delta_156157_gc_g_dry_weight_LCI,Del_143145_gc_g_dry_weight,Del_143145_gc_g_dry_weight_UCI,Del_143145_gc_g_dry_weight_LCI,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_UCI,Influenza_A_gc_g_dry_weight_LCI,Influenza_B_gc_g_dry_weight,Influenza_B_gc_g_dry_weight_UCI,Influenza_B_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_UCI,RSV_gc_g_dry_weight_LCI,BA_2_LPPA24S_gc_g_dry_weight,BA_2_LPPA24S_gc_g_dry_weight_UCI,BA_2_LPPA24S_gc_g_dry_weight_LCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight,BA_2_75_S_147E_S_152R_gc_g_dry_weight_UCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight_LCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight,BA_4_ORF1a_Del_141143_gc_g_dry_weight_UCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight_LCI,HMPV_4_gc_g_dry_weight,HMPV_4_gc_g_dry_weight_UCI,HMPV_4_gc_g_dry_weight_LCI,MPXV_G2R_G_gc_g_dry_weight,MPXV_G2R_G_gc_g_dry_weight_UCI,MPXV_G2R_G_gc_g_dry_weight_LCI,MPXV_G2R_WA_gc_g_dry_weight,MPXV_G2R_WA_gc_g_dry_weight_UCI,MPXV_G2R_WA_gc_g_dry_weight_LCI,Noro_G2_gc_g_dry_weight,Noro_G2_gc_g_dry_weight_UCI,Noro_G2_gc_g_dry_weight_LCI
PA,12,3,2020,616069345.2,765335937.5,585024962.8,0.523,0.596,0.455,48725.39702,56935.57739,41491.27778,66049.01268,75837.53314,57198.34828,45100.05406,53087.89208,38394.56104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,3,2020,877014895.8,1064257292,855008854.2,0.447,0.494,0.404,236682.1493,248432.6579,225136.4746,267439.799,280271.2606,255184.1634,245145.6503,253452.7994,236839.9048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,3,2020,354384537.4,579108433.3,334815594.2,0.212,0.274,0.161,119183.0512,139343.5244,98145.28199,111926.6618,133175.3045,90110.35651,86403.97225,103218.4258,69612.21918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,3,2020,841772566,911824281.7,793462649.2,1.043,1.127,0.97,291150.4724,317603.6342,253873.9072,280577.1982,302943.6911,254084.4127,248860.6976,268433.6426,225188.7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,3,2020,212385214.4,382819705.7,193538548.4,0.203,0.26,0.154,37596.35999,45776.54002,30061.86172,40001.95664,51589.17161,29372.62987,32566.92032,42870.42382,23599.48472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,4,2020,289103564.4,310708033.9,269422400.8,0.241,0.257,0.221,63140.60395,68402.52664,57879.09605,61385.8976,68909.93578,52138.19425,34193.78692,40437.16458,27827.58416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,4,2020,709014482.3,740690983.2,686080509.4,0.25,0.26,0.24,213923.0935,229227.4872,195579.8185,306039.5875,317152.922,295662.2803,257881.3255,268646.0041,247649.9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,4,2020,289593922.9,406323910.8,259470846.4,0.204,0.249,0.159,65765.04318,77690.44109,52785.08989,64321.9374,73818.52864,52761.15702,63167.47705,76826.67332,47840.73572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,4,2020,940565404.7,1099850636,833292392.9,0.877,0.928,0.827,221464.3528,239669.3107,190434.5537,245418.6464,264583.3675,206751.6278,182543.7301,199071.0406,160261.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,4,2020,381816440.5,420428865.1,362217859.1,0.325,0.355,0.3,96790.26688,107778.596,86457.80462,110114.5293,120800.6875,98671.41456,92469.45967,99660.24432,85826.0573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,4,2020,616355290.8,807508337,614532561.5,0.382,0.428,0.341,21776.89458,26823.94489,17341.3176,38237.51911,43325.63003,32872.8358,21534.87172,24690.84302,18573.02114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,5,2020,937218451.2,1043817025,875153902,0.589,0.632,0.536,48825.19622,54652.91237,41048.28965,64920.39936,70922.46071,58603.32323,41610.92362,46580.95042,37007.93116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,5,2020,490586516.2,650834259.2,468414843.7,0.216,0.253,0.183,48212.15029,57916.8249,35928.72902,98941.6956,111888.2243,85424.70296,77901.8939,88312.55312,65765.79341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,5,2020,374938961.5,455170440,349101110.8,0.208,0.238,0.18,96388.59755,106416.8917,85151.38172,92127.85578,105129.5793,77425.52984,75392.6595,87601.92248,60683.90827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,5,2020,979928385.4,1057738690,931976062.9,0.515,0.54,0.492,304567.2335,325659.641,285415.265,303662.5292,320229.6116,287097.3395,265670.1258,281165.16,250176.7772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,5,2020,228842978.4,254385947.2,210013720.1,0.227,0.248,0.204,51849.3982,57188.34488,45710.24106,43473.96662,47797.38908,38714.9175,39421.87745,43657.32641,35079.74413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,6,2020,612091646,642742908.5,593088733,0.421,0.439,0.407,129276.1679,137384.562,121031.3356,148787.5039,156481.5542,138228.9966,101014.175,107913.8129,92735.58508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,6,2020,886124822.4,1023590692,865187322.5,0.444,0.487,0.406,186093.8987,197604.3046,176648.034,236548.1444,246346.2521,227616.5702,202824.0242,211255.0639,194513.8411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,6,2020,316375456.9,447961348.7,303038857,0.207,0.252,0.168,48843.73626,61259.23736,39928.7709,63751.86764,81094.41389,50982.62586,44934.24265,56514.84707,36652.40327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,6,2020,730011268.1,897947015.3,651554487.1,0.575,0.675,0.507,265923.3094,284140.0342,247279.8469,282363.0308,299390.92,265336.6675,247430.3221,263369.3597,226844.2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,6,2020,427542618.2,462611027.6,407655974.5,0.338,0.363,0.314,241569.969,252909.9488,224531.7899,206351.9014,219576.0678,188469.5786,176776.749,185206.9757,165830.2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,7,2020,505628370.1,634854511.3,475606426.2,0.338,0.395,0.293,124028.0899,142811.2254,107414.8215,140186.7736,160839.0359,121595.9586,106691.0089,124081.7874,91366.34527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,7,2020,435627848.3,687076931.4,434195421,0.216,0.263,0.171,130308.7022,153764.0572,108511.0135,171951.8131,203523.1697,142499.6588,147707.759,175578.6048,121894.8258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,7,2020,362575545.8,501402422.8,348920602.1,0.179,0.211,0.15,88107.31118,102994.478,71860.43833,88107.31118,102138.1577,72874.44906,76720.5414,90518.71985,61955.3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,7,2020,984755538.5,1074251852,863546434.8,0.594,0.641,0.526,221861.2528,250322.8703,197673.4394,209752.544,229084.9999,195209.4316,187555.4116,203917.4542,173803.7146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,7,2020,241559233,277185724.4,218262452.6,0.239,0.263,0.211,113639.3044,127242.1912,99227.09147,119796.6974,132593.6797,106178.0063,101080.7939,114532.2858,87041.9589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,8,2020,561902964.2,644121224.9,524711531.8,0.446,0.492,0.402,140408.8595,151407.2461,117870.0492,161102.3291,176100.7458,127807.2331,137822.5374,148719.0708,113031.7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,8,2020,301685924.4,603582534.6,228120965.2,0.118,0.18,0.065,167157.459,228298.7963,112017.0892,186729.0464,265983.5815,118184.4503,115404.9465,156352.9754,77456.13504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,8,2020,1471005001,1894477612,1466427109,0.403,0.439,0.344,383929.8078,400027.1216,363129.4718,607682.1601,636135.3227,587418.0328,520119.8394,538866.4891,498430.2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,8,2020,389695263.4,680871216.6,388405979.8,0.183,0.232,0.135,54680.82548,65609.88516,44864.7697,69362.04059,85426.31137,54282.72463,44273.2661,54992.23913,35105.72806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,8,2020,920790104.2,958363997.4,893548632.8,0.727,0.752,0.704,343172.5057,362698.8728,327872.1365,364353.0528,386402.9185,345904.3375,313799.0062,328430.7862,299168.8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,8,2020,1728519500,2140766524,1691406406,0.445,0.505,0.391,164680.6777,188555.9597,144475.9672,192856.6978,222164.1238,168738.3652,156997.2265,185846.1319,133423.1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,8,2020,223846172.6,410102218,201165187.4,0.174,0.219,0.126,74967.21782,86671.35779,51025.98749,92564.81422,107382.1105,66131.95078,80659.76686,96344.07199,54459.18475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,8,2020,356274614.8,688126783.7,354976485.2,0.256,0.346,0.181,24627.06428,33734.7469,19571.03288,40935.31314,55725.5099,30226.25022,28443.47438,38061.61518,22035.45796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,9,2020,776760711.2,951338294.5,757247186.8,0.573,0.653,0.517,146588.0586,161412.4085,130362.5455,161871.1374,182204.402,141682.3765,125196.0161,139621.2334,109253.1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,9,2020,102350166.1,173661036.1,74231776.73,0.068,0.094,0.044,43188.53276,55793.02046,29697.62323,49572.1384,67321.5516,30548.11183,33123.90092,44274.09517,20890.71965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,9,2020,906972285.7,1219469639,904357215.5,0.362,0.408,0.318,223353.4609,248095.2359,200355.4678,320865.6622,359827.4706,285958.8251,249843.1735,276061.4742,224235.0798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,9,2020,808212700.7,1131218183,789203145.2,0.074,0.082,0.065,41727.56329,50425.44908,34517.44901,51763.54196,63757.15303,41963.00086,38516.4862,44844.16105,33001.00542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,9,2020,1347012836,1672081624,1326807265,0.349,0.408,0.303,1066593.157,1211227.057,895931.976,1483885.382,1687087.447,1236505.888,1246705.026,1424851.03,1035320.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,9,2020,2045581174,2201164729,1953102928,0.604,0.636,0.565,264675.2024,295762.9692,237566.7076,267986.5457,289043.0233,245192.1788,267986.5457,289043.0233,246932.9834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,9,2020,619999823.3,765245333.8,597237403.3,0.35,0.392,0.307,137939.9364,153041.2355,114082.2213,159617.8886,174309.2602,134293.1894,125340.2618,137930.4774,101691.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,9,2020,436017780.5,498116070.1,402838145.8,0.539,0.595,0.49,52203.46622,59143.89979,44671.16176,76237.11148,84666.9051,67865.03663,66530.3909,72374.2064,60986.37709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,10,2020,150967342.4,160079798,143951231.9,0.096,0.105,0.088,104547.9659,114205.0177,92713.49632,150444.045,158782.3055,135933.9737,119128.5061,126273.7253,111023.6241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,10,2020,521101273.2,554153887,498857494.2,0.564,0.598,0.528,164075.1215,177148.4186,151611.7049,249369.9062,262028.5976,237374.8403,182546.771,194266.9339,171430.2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,10,2020,288305104.2,326250520.8,271396224,0.086,0.098,0.078,365242.7165,399166.1784,331765.8284,572648.1527,594827.5961,547403.89,484805.7455,507756.6732,457781.6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,10,2020,471735810,664845663.2,455723852,0.194,0.231,0.158,111673.4407,130132.1743,92621.66964,129934.7131,149767.6097,109133.1638,109707.2264,129740.283,89313.37733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,10,2020,429785933,464087062.1,397851932.4,0.132,0.145,0.117,295868.469,327609.7268,263181.5419,374978.1522,402529.7165,345337.5787,260364.0701,277272.8602,241902.0624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,10,2020,2818318901,3115798820,2711169992,0.648,0.686,0.601,329348.4913,349754.5786,303289.2679,312655.4068,328801.7182,293415.085,285950.2279,306254.4979,262963.7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,10,2020,192991562.8,249272329.7,163043816.6,0.083,0.101,0.067,37168.57715,46728.33412,27244.35509,38890.008,48697.66133,29370.16692,24431.82341,31618.39003,17300.20969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,10,2020,117309798.3,131252725.1,103679520,0.372,0.411,0.322,24146.1701,30123.57498,20548.79875,27006.5262,31739.67086,23135.76407,23192.7588,27659.29712,19562.78234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,11,2020,1245808100,1352765356,1189752245,0.46,0.488,0.426,106753.1454,114122.6144,95967.90007,135844.8949,147124.5163,120597.3132,93213.76757,102047.1946,84056.6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,11,2020,186363932.3,221264832,166080606.8,0.099,0.114,0.083,236994.7697,261983.1018,214050.5989,302390.2682,351405.0936,258825.8327,240541.0231,276598.3066,208590.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,11,2020,1137385301,1207104167,1111676389,0.362,0.377,0.348,239681.5321,253136.0994,222464.5318,352377.7715,362988.9368,340366.2787,274234.5514,289532.9002,257994.7464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,11,2020,138357433.8,161073442.3,125527956,0.019,0.022,0.017,50122.14148,58790.42273,40712.50238,54943.87799,64921.46366,43182.97967,40801.26118,48149.74466,32234.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,11,2020,577244618.8,613361460.4,531954142.2,0.158,0.173,0.137,1202017.705,1256625.096,1137242.953,1228477.081,1280486.107,1176474.889,1085176.706,1145058.791,1031257.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,11,2020,442462276.1,471907308.7,418339509.1,0.167,0.184,0.149,297260.7479,318005.642,276425.8697,286654.9864,302996.7454,270374.4288,248217.0984,261035.6934,235399.9295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,11,2020,104168821.6,132521197.9,87103717.45,0.076,0.095,0.059,102591.5527,120634.3384,89373.58602,104217.3767,123764.2823,91462.68718,99611.00261,116241.2109,87136.4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,11,2020,168046604.9,176714869.3,157268141,0.098,0.104,0.089,59047.93219,64505.14259,53703.69124,62794.58125,67969.43188,58415.42539,53572.52008,57500.79204,49562.05721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,12,2020,1219964735,1323680285,1155084228,0.666,0.715,0.614,158077.2002,168783.9826,145636.2804,188554.4062,201149.1457,173290.4249,162430.6573,179116.6729,142494.3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,12,2020,429372815.6,622398403.2,428086922.6,0.301,0.358,0.254,217488.7573,249884.2541,188318.7713,262973.1162,301845.0151,227854.6283,216541.6919,251804.4689,184122.2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,12,2020,505483089.4,667374296.8,482799369.2,0.207,0.24,0.172,88435.39704,100808.1986,74620.04435,137210.5079,154827.7885,117820.7076,98593.17398,111177.2325,83537.47597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,12,2020,600765093.2,654528316.7,551521124.3,0.271,0.298,0.237,107911.7119,120988.6432,96108.47966,135809.166,148615.8732,124127.1283,105148.0173,115348.5458,96345.44736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,12,2020,1778986589,1949662109,1676403516,0.789,0.845,0.738,530177.8666,593340.1489,476233.2154,587561.5438,647832.9977,535837.911,497188.2121,560159.8104,443178.2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,12,2020,1862276279,1994188763,1752722143,0.562,0.589,0.525,260696.2378,286328.4024,230339.4742,342172.6805,373701.5772,308451.2575,209146.885,229311.0086,188259.5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,12,2020,505190982.5,805375024.6,503620375.2,0.206,0.253,0.165,430596.2137,510232.6015,336975.6734,383958.3727,454593.3466,298368.3221,325797.6508,382741.6042,256617.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,12,2020,457287213.1,479749169.6,443451087,0.495,0.514,0.475,54228.58639,57733.47864,50519.03471,54023.79796,57348.88344,50665.19474,46037.95591,49107.28344,42968.89006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,13,2020,654262288.4,713319498.7,623653474.1,0.465,0.498,0.435,188451.9259,199135.9746,177016.947,184592.0527,203890.1471,164438.7775,105984.1845,117442.6079,95201.50114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,13,2020,424189583.3,553304218.8,405794010.4,0.316,0.369,0.268,269494.9747,305188.558,233465.6982,334595.0724,377423.9502,291849.8332,282454.2236,323150.4517,241816.0604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,13,2020,1377200064,1552960868,1352671898,0.35,0.371,0.328,245124.2815,260644.5893,227243.5908,421238.1463,436305.8436,405246.623,344099.6136,357504.6606,329889.7102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,13,2020,724189579.3,991946160.4,722109475.9,0.288,0.328,0.248,160573.087,180773.5552,138170.9964,145607.3593,161485.8248,126648.2154,130646.2152,147514.3236,110725.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,13,2020,1957215365,2050426954,1898020442,0.718,0.741,0.7,806247.0499,848424.8352,754160.5632,830885.1624,882688.2935,782522.227,725505.6763,764129.9947,680932.7189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,13,2020,1592912398,1783679026,1484809490,0.535,0.577,0.493,256761.7489,273476.2098,236873.9185,281802.2972,299313.3836,258615.8794,199071.2484,214663.5004,178876.5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,13,2020,428351497.7,576752298.4,420112785.5,0.349,0.406,0.293,402856.7204,463646.9759,338034.6332,363791.071,425499.7135,298738.7806,339083.6342,392436.9043,279741.5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,13,2020,932482358.9,1024018217,906019045.2,0.625,0.68,0.583,76086.64494,80957.79653,70580.25541,87008.926,92218.24376,81326.99009,75150.54401,81876.03694,65787.47797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,14,2020,914097033.5,1032117301,875275378.4,0.441,0.486,0.405,130283.3873,141798.0629,119110.9999,166413.9647,178972.0745,153062.856,121914.0679,133754.7223,109690.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,14,2020,116962914.3,258412334.3,79068276.52,0.064,0.082,0.045,202090.1767,238649.0146,160217.5441,181790.0872,220694.6725,135870.3706,153385.1485,188414.2697,112335.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,14,2020,849625066.8,930636685.3,817581185.4,0.338,0.362,0.313,207829.7281,217768.0034,197776.9901,303726.2832,318736.1932,287897.5936,263030.9406,277081.7857,249316.1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,14,2020,542027227.3,886208661.5,540346375.3,0.203,0.253,0.163,96414.93304,115185.2388,81652.73693,113164.328,134594.5426,95651.72479,82792.35964,100966.8386,67678.44637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,14,2020,2192614196,2396157623,2080627464,0.557,0.592,0.517,562815.2452,593355.9521,533954.208,525110.3651,560606.3636,494173.8576,415813.6866,435593.0638,396036.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,14,2020,1034311655,1096953213,986328125,0.516,0.555,0.478,331341.0991,362311.011,302011.7476,312550.897,334522.4536,285017.5978,260888.6581,280842.4804,237690.8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,14,2020,455033396,498310848.2,429515034.2,0.194,0.212,0.176,185194.875,200323.6229,174825.4211,212479.2734,228334.4269,201385.3804,145414.7174,157388.9344,135885.4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,14,2020,119125999.6,154448022.8,100537686.5,0.162,0.202,0.127,16148.81182,20687.80218,13084.10838,15896.44208,20326.77896,12971.61314,14382.24964,19410.68347,11207.56028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,15,2020,508223946.2,541974569.5,477760477.3,0.303,0.327,0.279,144317.8975,154205.5928,134821.5062,177726.1504,197028.8297,159235.3253,138492.5843,147602.3924,129118.2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,15,2020,478862612.6,510308589.8,459814345.6,0.508,0.543,0.474,137449.4917,143816.4391,132016.7213,240435.1067,254975.358,229536.4975,189768.9316,206210.0248,177367.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,15,2020,612957302,631747855.4,593401638,0.201,0.215,0.187,225719.0352,245956.1431,210977.0574,343198.4396,363173.6264,326724.3542,288363.1175,303857.5843,272931.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,15,2020,542033460.1,891235393.6,540340031.2,0.386,0.472,0.312,115365.2759,137597.6506,98221.61347,132708.2222,160463.9033,111776.3637,106029.4495,126328.2748,91294.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,15,2020,4268125651,4722512045,4004628906,0.712,0.787,0.647,1531113.307,1672123.337,1405270.386,1730188.242,1913769.277,1576911.545,1363520.177,1499982.325,1251534.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,15,2020,1775459392,1955661011,1696944072,0.678,0.733,0.633,311118.5034,344932.119,279689.0537,316800.4354,351706.2266,291650.3549,234996.4976,257497.3504,218516.9657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,12,15,2020,586578055.6,654681195.5,533744158.7,0.41,0.468,0.361,178050.3264,191920.4652,163261.2628,167944.6154,183205.6058,149916.7984,147193.3961,158632.864,133779.7544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,12,15,2020,886094264.6,1329810709,876920598.6,0.368,0.399,0.34,30637.61795,34193.85064,26480.25131,35187.00631,38089.26468,32284.9138,26567.46916,29089.2077,23959.13598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,12,16,2020,1202221537,1337304611,1158735608,1.017,1.088,0.948,182319.7452,203127.4391,157957.7946,261519.761,283953.5124,237517.1654,192417.0332,205787.5397,178796.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,12,16,2020,224682562.2,271119043.8,186360415.9,0.137,0.165,0.111,121179.8556,149066.7704,95269.55544,207404.4546,249947.0066,165912.6797,148314.5533,176865.191,119779.7672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,12,16,2020,1630393906,1828172982,1624469939,0.775,0.835,0.723,234733.7617,250957.9396,218437.0346,393687.491,420863.6346,368750.1842,328774.7801,351107.4997,308622.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,12,16,2020,697028510,815892266.6,602532622.3,0.216,0.254,0.181,96405.14822,111304.258,81830.48898,142806.5311,164551.4948,120542.4485,120270.4249,137019.7177,101147.5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,12,16,2020,1480659386,1609281287,1388676094,0.723,0.773,0.666,319062.3896,346921.4999,292566.2368,467066.3036,497043.6991,438160.8918,398662.9074,428935.5569,370701.2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,12,16,2020,733243965.8,767224774.2,691771154.9,0.317,0.343,0.286,276731.6088,294613.1828,258707.2271,293439.1666,323048.4385,267002.3098,243321.8779,263773.5374,228702.7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
